neighbour UniProt;neighbour name - universal;neighbour in CSN;neighbour in SIGNOR;neighbour in ReactomeFI;neighbour DisProt IDP;neighbour DisProt disorder content;neighbour in AlphaFold;neighbour AlphaFold average pLLDT;neighbour AlphaFold disorder %;neighbour in IUPred;neighbour IUPred long score;neighbour IUPred long disorder %;neighbour IUPred short score;neighbour IUPred short disorder %;neighbour preclinical target;neighbour MCG target;target UniProt;target name - universal;target in CSN;target in SIGNOR;target in ReactomeFI;target of small molecule;target of antibody;target DisProt IDP;target DisProt disorder content;target AlphaFold average pLLDT;target AlphaFold disorder %;target IUPred long score;target IUPred long disorder %;target IUPred short score;target IUPred short disorder %;both in CSN;both in SIGNOR;both in ReactomeFI;both in all 3;in triangle - CSN;in  triangle - SIGNOR;in  triangle - ReactomeFI;not in any triangle;no. of triangles - CSN;no. of triangles - SIGNOR;no. of triangles - ReactomeFI;no. of in cycle - CSN;no. of in  cycle - SIGNOR;no. of in  cycle - ReactomeFI;no. of in unbalanced triangle - CSN;no. of in  unbalanced triangle - SIGNOR;no. of in  unbalanced triangle - ReactomeFI;neighbour – target inhibition - CSN;target – neighbour stimulation - CSN;neighbour – target stimulation - CSN;target – neighbour inhibition - CSN;neighbour – target inhibition - SIGNOR;target – neighbour stimulation - SIGNOR;neighbour – target stimulation - SIGNOR;target – neighbour inhibition - SIGNOR;neighbour – target inhibition - ReactomeFI;target – neighbour stimulation - ReactomeFI;neighbour – target stimulation - ReactomeFI;target – neighbour inhibition - ReactomeFI;DisProt neighbour third partner - CSN;target third partner - CSN;DisProt neighbour third partner - SIGNOR;target third partner - SIGNOR;DisProt neighbour third partner - ReactomeFI;target third partner - ReactomeFI;neighbour bridgeness - CSN;neighbour betweenness - CSN;target bridgeness - CSN;target betweenness - CSN;neighbour bridgeness - SIGNOR;neighbour betweenness - SIGNOR;target bridgeness - SIGNOR;target betweenness - SIGNOR;neighbour bridgeness - ReactomeFI;neighbour betweenness - ReactomeFI;target bridgeness - ReactomeFI;target betweenness - ReactomeFI;prognostic;predisposing;diagnostic;predictive;neighbour biomarker for target?
Q13972;RASGRF;1;1;1;0;0;1;72.82493243;23.44638306;1;0.295;15.6;0.259;12.6;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;1;1;1;1;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.001537;1384.812718;0.011566;1201.082457;0.000724;272.511901;110.101313;21050.30164;0.000788;1599.395262;0.600493;94610.49431;1;1;0;0;0
Q04206;RELA;1;1;1;1;22.5;1;73.45657619;31.14676734;1;0.518;53.9;0.426;37.4;0;0;P60568;IL2;1;1;1;0;0;0;0;84.44566116;4.541768045;0.125;0;0.14;2.6;1;1;1;1;0;0;1;0;0;0;34;0;0;17;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000117;844.720344;0.008528;118.93757;34.74453;96531.58011;85.260149;16220.06457;0.697665;434783.3153;0.049656;34681.887;1;0;1;1;0
P19793;RXRA;0;1;1;1;33.77;1;76.51226428;28.27004219;1;0.343;33.1;0.301;32.5;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;0;1;1;0;0;0;1;0;0;0;11;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.011566;1201.082457;3.330778;41788.13941;110.101313;21050.30164;0.903379;400223.9256;0.600493;94610.49431;1;0;1;0;0
P29353;SHC1;1;1;1;1;8.4;1;63.38228005;43.13236627;1;0.56;57.5;0.465;50.3;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;1;1;1;1;0;0;1;0;0;0;16;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.025377;20673.27086;0.011566;1201.082457;99.554448;69869.81168;110.101313;21050.30164;0.046798;120532.0675;0.600493;94610.49431;1;1;1;0;0
Q13485;SMAD4;1;1;1;1;1.63;1;74.66121331;31.76581237;1;0.376;28.3;0.312;26.6;0;0;Q92769;HDAC2;0;1;1;1;0;0;0;85.72863661;14.6642655;0.32;26.2;0.281;24.4;0;1;1;0;0;0;1;0;0;0;15;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0.046879;8090.846943;0;0;5.907305;26685.25534;6.890054;4086.127135;1.902247;125269.1953;0.411088;177848.8753;1;1;1;1;0
Q12824;SMARCB1;0;1;1;0;0;1;80.94520982;10.81342802;1;0.348;18.7;0.31;15.3;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.011566;1201.082457;0.002984;984.553489;110.101313;21050.30164;0.242164;17667.07446;0.600493;94610.49431;1;1;1;1;0
Q07890;SOS2;1;1;1;0;0;1;74.96629863;23.3580705;1;0.318;21.2;0.303;23;0;0;P22607;FGFR3;1;1;1;1;0;0;0;75.36963815;21.49926984;0.331;16;0.294;14.5;1;1;1;1;0;0;1;0;0;0;18;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.000051;0;0.000103;275.631997;0.077619;86.410352;0.258422;1349.048874;0.006966;2833.568634;0.027517;11546.53622;1;0;0;0;0
P08047;SP1;1;1;1;1;29.17;1;39.8655717;85.23893805;1;0.545;51.6;0.422;35.5;0;0;Q06187;BTK;1;1;1;1;0;0;0;84.98775136;6.557377049;0.246;10.5;0.224;9.9;1;1;1;1;0;0;1;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000794;2167.658804;0.000101;241.087343;12.002191;100827.5542;62.859935;13201.72939;5.359817;1258760.578;0.03038;35918.60171;1;1;1;1;0
Q7Z699;SPRED1;1;0;1;0;0;1;63.79722959;44.22367301;1;0.327;17.3;0.305;18;0;0;P28074;PSMB5;0;0;1;1;0;0;0;83.01464079;17.46506986;0.15;1.1;0.176;5.3;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.000001;0;0;0;0;0;0;0;0.027222;54.79906;0.36748;16437.18502;1;0;1;1;0
P36956;SREBF1;0;1;1;0;0;1;65.47140954;37.15987388;1;0.395;35.1;0.324;29.3;0;0;P42345;MTOR;1;1;1;1;0;1;9.14;77.48096314;9.55291566;0.203;5.5;0.177;5.1;0;1;1;0;0;0;1;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0.00014;411.58335;1.012271;27127.93338;8.600826;73839.38001;0.089798;149523.3534;0.097524;99079.27818;1;0;1;1;0
Q92844;TANK;0;1;1;0;0;1;60.39346249;51.99642431;1;0.467;40.7;0.404;30.8;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.011566;1201.082457;0.008675;172.533385;110.101313;21050.30164;0.00003;944.255899;0.600493;94610.49431;0;0;0;0;0
P40225;THPO;0;1;1;0;0;1;61.35898919;50.3945885;1;0.414;32;0.348;26.1;0;0;P09619;PDGFRB;1;1;1;1;0;0;0;73.51148009;21.66131253;0.276;13.4;0.253;13.3;0;1;1;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.000029;1328.144006;0;0;2.846163;6183.362211;0.003518;3100.258873;0.107212;73659.33243;1;0;1;0;0
P20333;TNFR2;1;1;1;0;0;1;67.52873843;43.94525439;1;0.43;44.7;0.353;40.1;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;1;1;1;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.002123;191.210687;0.011566;1201.082457;0.913173;145.356857;110.101313;21050.30164;0.143811;1615.54473;0.600493;94610.49431;1;1;1;1;0
Q13077;TRAF1;0;1;1;0;0;1;79.78814098;20.3835447;1;0.243;10.1;0.223;7.2;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;0;1;1;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.011566;1201.082457;0.606567;18.089834;110.101313;21050.30164;0.00269;561.611222;0.600493;94610.49431;1;0;1;0;0
Q12933;TRAF2;1;1;1;0;0;1;90.79679575;3.514622884;1;0.144;0;0.141;1.6;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;1;1;1;1;0;0;1;0;0;0;18;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2.424794;9669.939718;0.011566;1201.082457;67.204059;46103.90697;110.101313;21050.30164;0.057352;50859.96946;0.600493;94610.49431;1;0;1;0;0
Q9Y4K3;TRAF6;1;1;1;0;0;1;86.19180115;11.67830484;1;0.208;4.4;0.193;4.2;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;1;1;1;1;0;0;1;0;0;0;16;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.730071;4376.226999;0.011566;1201.082457;20.676233;35194.36559;110.101313;21050.30164;0.065659;123201.3041;0.600493;94610.49431;1;0;1;1;0
Q9NZC2;TREM2;0;0;1;1;26.96;1;77.049922;22.24080268;1;0.232;5.7;0.235;10.9;0;0;Q06187;BTK;1;1;1;1;0;0;0;84.98775136;6.557377049;0.246;10.5;0.224;9.9;0;0;1;0;0;0;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000101;241.087343;0;0;62.859935;13201.72939;0;0;0.03038;35918.60171;1;1;0;1;0
O43914;TYROBP;0;1;1;0;0;1;64.54929663;11.48886284;1;0.226;14.2;0.274;32.7;0;0;Q06187;BTK;1;1;1;1;0;0;0;84.98775136;6.557377049;0.246;10.5;0.224;9.9;0;1;1;0;0;0;1;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000101;241.087343;0.00002;0;62.859935;13201.72939;0.000181;1570.426323;0.03038;35918.60171;1;0;1;0;0
O14933;UBE2L6;0;0;1;0;0;1;95.98148823;0;1;0.248;0;0.247;10.5;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;0;0;1;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000642;10481.32564;0;0;6.729464;54148.31223;0.030658;11381.75076;0.037608;54779.86036;1;0;0;0;0
Q9UMW8;USP18;0;0;1;0;0;1;84.0559308;16.35638298;1;0.149;6.7;0.167;8.3;0;0;P23458;JAK1;1;1;1;1;0;0;0;86.15966112;7.129877071;0.227;5.3;0.206;4.9;0;0;1;0;0;0;1;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000642;10481.32564;0;0;6.729464;54148.31223;0.000458;288.668871;0.037608;54779.86036;1;0;1;0;0
O43915;VEGFD;0;1;1;0;0;1;70.47844297;21.29399218;1;0.176;5.6;0.186;7.3;0;0;P04626;ERBB2;1;1;1;1;1;1;21.35;74.90918221;23.36197081;0.262;18.2;0.22;17.5;0;1;1;0;0;0;1;0;0;0;13;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.000141;2817.465142;0.00006;1.868913;2.023634;35011.37522;0.006839;4486.580582;0.000007;7.45816;1;0;1;1;0
O43915;VEGFD;0;1;1;0;0;1;70.47844297;21.29399218;1;0.176;5.6;0.186;7.3;0;0;P22607;FGFR3;1;1;1;1;0;0;0;75.36963815;21.49926984;0.331;16;0.294;14.5;0;1;1;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000103;275.631997;0.00006;1.868913;0.258422;1349.048874;0.006839;4486.580582;0.027517;11546.53622;1;0;1;1;0
O43915;VEGFD;0;1;1;0;0;1;70.47844297;21.29399218;1;0.176;5.6;0.186;7.3;0;0;P16234;PDGFRA;1;1;1;1;1;0;0;73.4248023;20.43372376;0.238;9.4;0.219;8.3;0;1;1;0;0;0;1;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000113;449.284023;0.00006;1.868913;3.507607;5646.817157;0.006839;4486.580582;0.023628;31057.69387;1;0;1;1;0
Q9BQA1;WDR77;0;0;1;0;0;1;91.00188282;6.160402945;1;0.222;9.1;0.205;8.2;0;0;P11802;CDK4;1;1;1;1;0;0;0;88.25908684;3.661616162;0.242;7.3;0.252;12.5;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.011566;1201.082457;0;0;110.101313;21050.30164;0.000956;3920.965051;0.600493;94610.49431;1;0;0;0;0
Q15910;EZH2;0;1;1;1;25.2;1;76.59589905;20.83960529;1;0.374;30.8;0.326;29.8;0;0;Q92769;HDAC2;0;1;1;1;0;0;0;85.72863661;14.6642655;0.32;26.2;0.281;24.4;0;1;1;0;0;0;1;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3.536925;20404.06526;6.890054;4086.127135;0.003079;23870.00905;0.411088;177848.8753;1;1;1;1;1
P51617;IRAK1;1;1;1;1;4.35;1;70.38750045;35.20133605;1;0.399;33.7;0.328;30.6;0;0;P21802;FGFR2;1;1;1;1;0;0;0;74.05804221;24.9070632;0.297;9;0.27;13.2;1;1;1;1;0;0;1;0;0;0;41;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000869;3973.124923;4.783907;2643.475173;10.891252;29876.14152;1.796927;25984.10642;0.032085;19465.83086;0.032311;26106.96777;1;1;1;0;0
Q9NWZ3;IRAK4;1;1;1;1;3.91;1;83.86365155;12.11618257;1;0.285;8.9;0.255;11.7;0;0;P15391;CD19;1;1;1;0;1;1;2.7;63.28155888;42.96003717;0.494;47.7;0.457;46.4;1;1;1;1;0;0;1;0;0;0;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000118;283.477814;0.000013;8.005083;0.862598;1167.186104;0.229134;790.841148;0.024424;12198.35443;0.001291;1238.811485;1;1;1;0;0
Q9NWZ3;IRAK4;1;1;1;1;3.91;1;83.86365155;12.11618257;1;0.285;8.9;0.255;11.7;0;0;P11362;FGFR1;0;1;1;1;0;0;0;76.04377134;21.53273348;0.317;15.9;0.281;12.3;0;1;1;0;0;0;1;0;0;0;38;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000118;283.477814;0;0;0.862598;1167.186104;7.426886;26234.10864;0.024424;12198.35443;0.029301;27132.2124;1;1;1;0;0
P51948;MNAT1;0;1;1;0;0;1;85.31843258;5.330151154;1;0.312;5.2;0.243;5.5;0;0;Q00534;CDK6;1;1;1;1;0;1;11.66;85.94231531;9.192307692;0.207;5.2;0.209;7.1;0;1;1;0;0;0;1;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.006931;2004.771841;0.000003;0;0.104068;2134.262819;0.143557;21552.07671;0.000953;2143.114683;0;0;0;0;0
Q15291;RBBP5;0;0;1;0;0;1;78.8232476;18.11402454;1;0.388;35.3;0.354;33.6;0;0;Q13547;HDAC1;1;1;1;1;0;1;21.99;86.30522225;12.45478036;0.308;23.2;0.275;21.4;0;0;1;0;0;0;1;0;0;0;5;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000001;0;0;0;1.167222;30330.08279;0.039708;16457.19221;0.539564;140664.3919;1;0;1;0;0
P04437;TRAV29DV5;0;0;1;0;0;1;87.59904928;3.590285111;1;0.182;10.1;0.237;15.1;0;0;Q15116;PDCD1;0;1;1;0;1;0;0;74.1841889;15.86021505;0.397;29.9;0.393;33.3;0;0;1;0;0;0;1;0;0;0;26;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0.000006;0;0.000199;49.952769;0.000084;1478.485521;0;0;0;0;0
P43403;ZAP70;1;1;1;1;10.02;1;85.74682165;10.13251784;1;0.249;12.1;0.22;11.1;0;0;O00329;PIK3CD;0;1;1;1;0;0;0;87.98496187;4.20438304;0.166;2.9;0.165;5.2;0;1;1;0;0;0;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000138;2525.303013;0;0;9.381412;9162.346578;4.027468;416.222215;0.003563;2074.502037;0.063186;44571.73732;1;1;1;1;0
P08631;HCK;1;1;1;1;14.83;1;84.19661642;14.94746896;1;0.304;12.7;0.271;11;0;0;P00519;ABL1;1;1;1;1;0;1;1.5;63.12244709;47.76119403;0.498;45;0.415;40.5;1;1;1;1;0;0;1;0;0;0;19;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.000363;2808.150597;0.300277;6504.604944;8.758269;16438.24326;24.845034;307930.868;0.13912;44637.15365;1.719448;104769.6459;1;0;1;0;0
Q15759;MAPK11;1;1;1;0;0;1;89.96470298;3.879162376;1;0.245;12.4;0.239;14.8;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;1;1;1;1;0;0;1;0;0;0;18;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.039044;357.522235;0.000015;553.689357;5.464295;3801.545918;2.979032;14296.09861;3.117007;372542.7047;0.011023;20558.58677;0;0;0;0;0
P27986;PIK3R1;1;1;1;1;1.93;1;83.78741892;8.111318513;1;0.347;13.4;0.289;15.6;0;0;P52333;JAK3;1;1;1;1;0;0;0;86.72970347;6.681058971;0.183;1.8;0.195;3.4;1;1;1;1;0;0;1;0;0;0;35;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.000215;762.399806;0.000015;553.689357;109.596942;48738.69735;2.979032;14296.09861;0.226718;152814.2476;0.011023;20558.58677;1;1;1;1;0
Q96RS0;TGS1;0;0;1;1;1.88;1;61.30407409;46.68825434;1;0.441;44.8;0.391;38;0;0;O15379;HDAC3;1;1;1;1;0;0;0;91.20210965;6.877539176;0.178;10.3;0.185;11.7;0;0;1;0;0;0;1;0;0;0;5;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0.000461;1190;0;0;4.913811;4164.090012;0.07206;10449.21203;0.055864;51200.13042;0;0;0;0;0
P11802;CDK4;1;1;1;0;0;1;88.25908684;3.661616162;1;0.242;7.3;0.252;12.5;0;1;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;1;1;1;1;0;0;1;0;0;0;19;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.011566;1201.082457;0.001371;7745.244079;110.101313;21050.30164;0.668514;195725.6435;0.600493;94610.49431;0.942425;284291.8298;1;1;1;1;0
P00533;EGFR;1;1;1;1;3.39;1;76.5209094;21.24148211;1;0.211;11.1;0.181;8.9;0;1;P49765;VEGFB;0;0;1;0;0;1;33.33;75.30385665;12.45858184;0.521;47.3;0.415;41.1;0;0;1;0;0;0;1;0;0;0;10;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.032605;20023.93887;0;0;5.147888;278911.0165;0;0;0.213382;391241.0227;0.007312;6021.974584;1;1;1;1;0
P15336;ATF2;1;1;1;0;0;1;58.75741512;47.64767381;1;0.634;76.8;0.495;43.4;0;0;Q13547;HDAC1;1;1;1;1;0;1;21.99;86.30522225;12.45478036;0.308;23.2;0.275;21.4;1;1;1;1;0;0;1;0;0;0;11;0;0;9;0;0;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0.017828;7806.667209;0.000001;0;0.784628;12188.13939;1.167222;30330.08279;0.579384;241868.8656;0.539564;140664.3919;1;1;1;1;0
P38398;BRCA1;1;1;1;1;83.2;1;41.68268591;79.77319588;1;0.527;61;0.44;44.1;0;0;Q92769;HDAC2;0;1;1;1;0;0;0;85.72863661;14.6642655;0.32;26.2;0.281;24.4;0;1;1;0;0;0;1;0;0;0;15;0;0;3;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.000475;1190;0;0;2.251902;38371.25708;6.890054;4086.127135;1.851938;468938.3582;0.411088;177848.8753;1;1;1;1;0
P51686;CCR9;0;1;1;0;0;1;82.83469975;9.772650153;1;0.029;0;0.072;6;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;1;1;0;0;0;1;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.003358;3303.309826;0.942425;284291.8298;1;0;0;1;0
P07766;CD3E;1;1;1;1;42.03;1;73.51280199;15.20935961;1;0.317;19.8;0.367;35.7;0;0;P60568;IL2;1;1;1;0;0;0;0;84.44566116;4.541768045;0.125;0;0.14;2.6;1;1;1;1;0;0;1;0;0;0;14;0;0;3;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.00001;2383.523167;0.008528;118.93757;0.474235;45.421783;85.260149;16220.06457;0.013296;5868.710725;0.049656;34681.887;1;0;0;0;0
P01730;CD4;1;1;1;1;13.54;1;85.57181064;8.217270195;1;0.238;5.2;0.241;8.1;0;0;P28074;PSMB5;0;0;1;1;0;0;0;83.01464079;17.46506986;0.15;1.1;0.176;5.3;0;0;1;0;0;0;1;0;0;0;8;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.000001;0;0;0;0.000102;0;0;0;0.033024;90264.87568;0.36748;16437.18502;1;1;1;1;0
P16220;CREB1;1;1;1;1;18.35;1;62.23766881;44.22294548;1;0.567;64.2;0.411;28.1;0;0;P01584;IL1B;1;1;1;0;1;0;0;75.92467094;17.70157553;0.236;2.2;0.273;5.2;1;1;1;1;0;0;1;0;0;0;11;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.038062;16355.0587;0.00004;93.782226;10.640448;73524.1199;0.026531;6668.564124;4.180222;445994.8312;0.035437;28917.54922;1;1;1;0;0
P16220;CREB1;1;1;1;1;18.35;1;62.23766881;44.22294548;1;0.567;64.2;0.411;28.1;0;0;O14788;TNFSF11;0;1;1;0;1;0;0;79.79495211;15.26778577;0.268;13.6;0.262;15.1;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.038062;16355.0587;0;0;10.640448;73524.1199;0.004232;4161;4.180222;445994.8312;0.252387;12054.25912;1;1;1;0;0
P49238;CX3CR1;0;1;1;0;0;1;80.21817097;10.37140855;1;0.023;0;0.064;3.4;1;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;1;1;0;0;0;1;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;0;0;0.668514;195725.6435;0.003358;3303.309826;0.942425;284291.8298;1;0;1;0;0
P25025;CXCR2;0;1;1;0;0;1;78.62106201;11.6643454;1;0.045;0.3;0.082;6.1;0;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;1;1;0;0;0;1;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;0.595651;13500.15738;0.668514;195725.6435;0.499142;28617.12264;0.942425;284291.8298;1;1;1;0;0
P49682;CXCR3;0;1;1;0;0;1;80.64541099;13.36131515;1;0.066;2.4;0.106;8.2;1;0;O60674;JAK2;1;1;1;1;0;0;0;87.78213107;5.722367276;0.19;1.1;0.19;2.1;0;1;1;0;0;0;1;0;0;0;5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.001371;7745.244079;0;3;0.668514;195725.6435;0.091816;40766.36911;0.942425;284291.8298;1;0;1;0;0
P15509;CSF2RA;0;1;1;0;0;1;82.07854363;16.28264209;1;0.182;0;0.186;2.2;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0.000031;431.695785;2.759139;10796.48895;1.343118;2539.325414;0.000709;12519.72223;0.010484;80542.94081;0;0;0;0;0
P19235;EPOR;1;1;1;0;0;1;68.22763582;37.72856039;1;0.284;16.5;0.276;16.9;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;1;1;1;1;0;0;1;0;0;0;8;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000031;431.695785;0.000799;450.938773;1.343118;2539.325414;0.002144;5090.829998;0.010484;80542.94081;1;0;1;0;0
Q15303;ERBB4;0;1;1;0;0;1;73.09161506;26.85841998;1;0.228;14.6;0.194;10.8;0;0;P49765;VEGFB;0;0;1;0;0;1;33.33;75.30385665;12.45858184;0.521;47.3;0.415;41.1;0;0;1;0;0;0;1;0;0;0;5;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;11.451429;11547.92334;0;0;0.238819;32268.99526;0.007312;6021.974584;1;1;1;1;0
Q92731;ESR2;1;1;1;1;19.43;1;69.73493595;39.73894126;1;0.237;9.2;0.209;9.2;0;0;P10415;BCL2;1;1;1;1;0;1;11.72;75.53412714;20.3125;0.287;24.7;0.269;21.3;1;1;1;1;0;0;1;0;0;0;13;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.098214;0;0.217898;24527.1748;0.000003;0;8.137781;51550.04317;0.101657;97127.03661;0.009968;121479.0753;1;1;1;1;0
